class,N,time,D
sp,12,79.4,1.14622884927863e-06
tp,12,79.4,0
np,13,79.4,3.13467096497057e-06
sp,13,79.4,1.14106496268927e-05
tp,13,79.4,1.74706282335117e-21
np,14,79.4,0
sp,14,79.4,2.66323448367338e-07
tp,14,79.4,0
np,15,79.4,2.68166852465119e-10
sp,15,79.4,2.67730714902053e-09
tp,15,79.4,2.64551522000555e-21
np,1,79.5,2.14701925074356e-20
sp,1,79.5,2.61191961376965e-20
tp,1,79.5,0
np,2,79.5,5.48262996785213e-21
sp,2,79.5,0
tp,2,79.5,0
np,3,79.5,0
sp,3,79.5,0
tp,3,79.5,0
np,4,79.5,1.9055586313245e-05
sp,4,79.5,0
tp,4,79.5,0
np,5,79.5,9.81048807505249e-09
sp,5,79.5,0
tp,5,79.5,0
np,6,79.5,0
sp,6,79.5,4.9723183013631e-06
tp,6,79.5,0
np,7,79.5,6.84574115013116e-08
sp,7,79.5,2.42544610074299e-05
tp,7,79.5,2.52297645099146e-06
np,8,79.5,2.21621211853361e-05
sp,8,79.5,1.38289303846304e-05
tp,8,79.5,3.76225083314118e-06
np,9,79.5,6.33575305548184e-16
sp,9,79.5,3.41623750286911e-09
tp,9,79.5,1.23561200314185e-18
np,10,79.5,9.40505101008982e-06
sp,10,79.5,5.93265973589501e-18
tp,10,79.5,2.57648051334469e-05
np,11,79.5,1.39635805540863e-08
sp,11,79.5,1.37574079405249e-07
tp,11,79.5,3.33376874945908e-06
np,12,79.5,8.49404334928809e-06
sp,12,79.5,1.45936742182674e-06
tp,12,79.5,0
np,13,79.5,3.86784636625904e-06
sp,13,79.5,1.21795206112873e-05
tp,13,79.5,2.44588795269128e-21
np,14,79.5,0
sp,14,79.5,3.57658997795985e-07
tp,14,79.5,0
np,15,79.5,1.64830268158195e-10
sp,15,79.5,1.74010236222163e-09
tp,15,79.5,2.03952281739346e-21
np,1,79.6,2.09708857049375e-20
sp,1,79.6,2.55117729717042e-20
tp,1,79.6,0
np,2,79.6,5.35512694534406e-21
sp,2,79.6,0
tp,2,79.6,0
np,3,79.6,0
sp,3,79.6,0
tp,3,79.6,0
np,4,79.6,2.09809869017799e-05
sp,4,79.6,0
tp,4,79.6,0
np,5,79.6,1.45751581943126e-08
sp,5,79.6,0
tp,5,79.6,0
np,6,79.6,0
sp,6,79.6,4.14221789374465e-06
tp,6,79.6,0
np,7,79.6,4.80202612395444e-08
sp,7,79.6,2.40168379452348e-05
tp,7,79.6,2.00156568490377e-06
np,8,79.6,2.0256265515994e-05
sp,8,79.6,1.52950352258756e-05
tp,8,79.6,4.61009473279894e-06
np,9,79.6,1.26916075708088e-15
sp,9,79.6,5.17239379480766e-09
tp,9,79.6,2.71018617481628e-18
np,10,79.6,7.83583351449761e-06
sp,10,79.6,2.80134496638947e-18
tp,10,79.6,2.38673733783856e-05
np,11,79.6,9.38743634114783e-09
sp,11,79.6,9.93092073130456e-08
tp,11,79.6,2.67770522358389e-06
np,12,79.6,7.186812458805e-06
sp,12,79.6,1.83950523559985e-06
tp,12,79.6,0
np,13,79.6,4.72489899435077e-06
sp,13,79.6,1.31070825864254e-05
tp,13,79.6,3.76290454260224e-22
np,14,79.6,3.1613939087963e-22
sp,14,79.6,4.7549730844838e-07
tp,14,79.6,0
np,15,79.6,1.00274250854738e-10
sp,15,79.6,1.11951035609644e-09
tp,15,79.6,8.21021964829362e-22
np,1,79.7,0
sp,1,79.7,0
tp,1,79.7,2.26895804852711e-20
np,2,79.7,0
sp,2,79.7,0
tp,2,79.7,0
np,3,79.7,0
sp,3,79.7,0
tp,3,79.7,0
np,4,79.7,2.2872146169292e-05
sp,4,79.7,0
tp,4,79.7,0
np,5,79.7,2.14350546303733e-08
sp,5,79.7,0
tp,5,79.7,0
np,6,79.7,0
sp,6,79.7,3.41633842258676e-06
tp,6,79.7,0
np,7,79.7,3.33435515801022e-08
sp,7,79.7,2.3546097143814e-05
tp,7,79.7,1.57205326107039e-06
np,8,79.7,1.83310372576238e-05
sp,8,79.7,1.67492543214176e-05
tp,8,79.7,5.59291499111922e-06
np,9,79.7,2.51541311927022e-15
sp,9,79.7,7.7520017551971e-09
tp,9,79.7,5.85693352676415e-18
np,10,79.7,6.46883880596946e-06
sp,10,79.7,1.40264572454218e-18
tp,10,79.7,2.18904597960186e-05
np,11,79.7,6.24684763821497e-09
sp,11,79.7,7.09645805837021e-08
tp,11,79.7,2.12926013405986e-06
np,12,79.7,6.02034668709247e-06
sp,12,79.7,2.29557347273677e-06
tp,12,79.7,0
np,13,79.7,5.7144065708504e-06
sp,13,79.7,1.41662370842182e-05
tp,13,79.7,4.56924123030314e-22
np,14,79.7,2.55602060711153e-22
sp,14,79.7,6.25834555763119e-07
tp,14,79.7,0
np,15,79.7,6.03717566798435e-11
sp,15,79.7,7.12905369688076e-10
tp,15,79.7,9.96955243007175e-22
np,1,79.8,0
sp,1,79.8,2.28321756692721e-20
tp,1,79.8,1.51263869901768e-20
np,2,79.8,0
sp,2,79.8,0
tp,2,79.8,0
np,3,79.8,0
sp,3,79.8,0
tp,3,79.8,0
np,4,79.8,2.46870201183267e-05
sp,4,79.8,0
tp,4,79.8,0
np,5,79.8,3.12063586387257e-08
sp,5,79.8,0
tp,5,79.8,0
np,6,79.8,0
sp,6,79.8,2.78954358095369e-06
tp,6,79.8,0
np,7,79.8,2.2917241009584e-08
sp,7,79.8,2.28559664360378e-05
tp,7,79.8,1.22234314636351e-06
np,8,79.8,1.64243927058651e-05
sp,8,79.8,1.81604696763302e-05
tp,8,79.8,6.7179855520667e-06
np,9,79.8,4.93311956886666e-15
sp,9,79.8,1.15009745522623e-08
tp,9,79.8,1.25084780838392e-17
np,10,79.8,5.29119475092481e-06
sp,10,79.8,9.12843372275358e-19
tp,10,79.8,1.98780269018338e-05
np,11,79.8,4.11448134616733e-09
sp,11,79.8,5.01966310882566e-08
tp,11,79.8,1.6761843737357e-06
np,12,79.8,4.99299683741759e-06
sp,12,79.8,2.83625134723678e-06
tp,12,79.8,0
np,13,79.8,6.84247467325385e-06
sp,13,79.8,1.53255432883003e-05
tp,13,79.8,3.04616082020131e-22
np,14,79.8,0
sp,14,79.8,8.15484529222095e-07
tp,14,79.8,0
np,15,79.8,3.59698181287843e-11
sp,15,79.8,4.49321711025135e-10
tp,15,79.8,2.09816724345273e-21
np,1,79.9,1.1638395297665e-20
sp,1,79.9,1.71564679071168e-20
tp,1,79.9,2.17962153114554e-20
np,2,79.9,0
sp,2,79.9,0
tp,2,79.9,0
np,3,79.9,0
sp,3,79.9,0
tp,3,79.9,4.58996353780571e-21
np,4,79.9,2.63823599435134e-05
sp,4,79.9,0
tp,4,79.9,0
np,5,79.9,4.4976488042209e-08
sp,5,79.9,0
tp,5,79.9,0
np,6,79.9,0
sp,6,79.9,2.25496030131857e-06
tp,6,79.9,0
np,7,79.9,1.55902682264219e-08
sp,7,79.9,2.19662329680298e-05
tp,7,79.9,9.4087903220514e-07
np,8,79.9,1.45700240894919e-05
sp,8,79.9,1.94961072360786e-05
tp,8,79.9,7.98948118843087e-06
np,9,79.9,9.5740109055154e-15
sp,9,79.9,1.68916382533971e-08
tp,9,79.9,2.6390145637558e-17
np,10,79.9,4.28781787261838e-06
sp,10,79.9,9.8673029828878e-19
tp,10,79.9,1.78712319545961e-05
np,11,79.9,2.68215333155859e-09
sp,11,79.9,3.51453564283829e-08
tp,11,79.9,1.3062581888682e-06
np,12,79.9,4.09964034190907e-06
sp,12,79.9,3.46952521629701e-06
tp,12,79.9,0
np,13,79.9,8.11196156706828e-06
sp,13,79.9,1.65499737760317e-05
tp,13,79.9,0
np,14,79.9,0
sp,14,79.9,1.05202857842769e-06
tp,14,79.9,1.92197705347169e-22
np,15,79.9,2.12064100015456e-11
sp,15,79.9,2.80267769416437e-10
tp,15,79.9,3.08860643911988e-21
np,1,80,5.12878436846276e-21
sp,1,80,2.07231189064689e-21
tp,1,80,9.60511183216721e-21
np,2,80,0
sp,2,80,0
tp,2,80,0
np,3,80,0
sp,3,80,0
tp,3,80,2.02269579632125e-21
np,4,80,2.79153737223557e-05
sp,4,80,0
tp,4,80,0
np,5,80,6.4175178831692e-08
sp,5,80,0
tp,5,80,0
np,6,80,0
sp,6,80,1.80453772999771e-06
tp,6,80,0
np,7,80,1.04968936200347e-08
sp,7,80,2.09018061912565e-05
tp,7,80,7.16925317728791e-07
np,8,80,1.27965505082114e-05
sp,8,80,2.07233391988143e-05
tp,8,80,9.40767851826986e-06
np,9,80,1.83890284571653e-14
sp,9,80,2.45607370403468e-08
tp,9,80,5.50865122412245e-17
np,10,80,3.44225126984759e-06
sp,10,80,1.71957020986083e-18
tp,10,80,1.59071448855581e-05
np,11,80,1.73036450909427e-09
sp,11,80,2.43556236045962e-08
tp,11,80,1.00771099662327e-06
np,12,80,3.33245055529835e-06
sp,12,80,4.20217983880039e-06
tp,12,80,0
np,13,80,9.52172092838207e-06
sp,13,80,1.78018330893515e-05
tp,13,80,0
np,14,80,2.94790477341967e-22
sp,14,80,1.34370745577e-06
tp,14,80,2.89925352133842e-22
np,15,80,1.2370315408788e-11
sp,15,80,1.72999317646744e-10
tp,15,80,1.42701436744154e-21
np,1,80.1,0
sp,1,80.1,0
tp,1,80.1,0
np,2,80.1,0
sp,2,80.1,0
tp,2,80.1,0
np,3,80.1,0
sp,3,80.1,0
tp,3,80.1,0
np,4,80.1,2.92454874944805e-05
sp,4,80.1,0
tp,4,80.1,0
np,5,80.1,9.06570185845722e-08
sp,5,80.1,0
tp,5,80.1,0
np,6,80.1,0
sp,6,80.1,1.42955455129629e-06
tp,6,80.1,0
np,7,80.1,6.9944947435348e-09
sp,7,80.1,1.96915666826934e-05
tp,7,80.1,5.40749979519089e-07
np,8,80.1,1.11270285329469e-05
sp,8,80.1,2.18103935548116e-05
tp,8,80.1,1.09682102434417e-05
np,9,80.1,3.49580290966468e-14
sp,9,80.1,3.53555921235656e-08
tp,9,80.1,1.13767741600474e-16
np,10,80.1,2.73741393389052e-06
sp,10,80.1,3.56948397317844e-18
tp,10,80.1,1.40177774651715e-05
np,11,80.1,1.10470163105442e-09
sp,11,80.1,1.67048850386874e-08
tp,11,80.1,7.69531865420049e-07
np,12,80.1,2.68165312059237e-06
sp,12,80.1,5.03923885124863e-06
tp,12,80.1,0
np,13,80.1,1.10659143723779e-05
sp,13,80.1,1.90418298832982e-05
tp,13,80.1,0
np,14,80.1,1.02942706373422e-22
sp,14,80.1,1.69924485050484e-06
tp,14,80.1,7.1666940976927e-23
np,15,80.1,7.13895197817564e-12
sp,15,80.1,1.05665350465652e-10
tp,15,80.1,1.45307855680101e-21
np,1,80.2,0
sp,1,80.2,0
tp,1,80.2,1.52564111260065e-20
np,2,80.2,0
sp,2,80.2,0
tp,2,80.2,0
np,3,80.2,0
sp,3,80.2,0
tp,3,80.2,0
np,4,80.2,3.03361066474847e-05
sp,4,80.2,0
tp,4,80.2,0
np,5,80.2,1.26794653832613e-07
sp,5,80.2,0
tp,5,80.2,0
np,6,80.2,0
sp,6,80.2,1.12105777022328e-06
tp,6,80.2,0
np,7,80.2,4.61221431691229e-09
sp,7,80.2,1.83670746144896e-05
tp,7,80.2,4.03722216002305e-07
np,8,80.2,9.57877387003637e-06
sp,8,80.2,2.27278999093964e-05
tp,8,80.2,1.2661429617576e-05
np,9,80.2,6.57787117361614e-14
sp,9,80.2,5.03889298619752e-08
tp,9,80.2,2.32547394346246e-16
np,10,80.2,2.15624179204164e-06
sp,10,80.2,7.59570023529973e-18
tp,10,80.2,1.22294465682987e-05
np,11,80.2,6.97862660052108e-10
sp,11,80.2,1.13389516328216e-08
tp,11,80.2,5.81678398617197e-07
np,12,80.2,2.13623172025429e-06
sp,12,80.2,5.98337920190813e-06
tp,12,80.2,0
np,13,80.2,1.27334504486482e-05
sp,13,80.2,2.02302795103755e-05
tp,13,80.2,0
np,14,80.2,0
sp,14,80.2,2.12759468436805e-06
tp,14,80.2,0
np,15,80.2,4.07547218310951e-12
sp,15,80.2,6.38550021062227e-11
tp,15,80.2,8.14505917489366e-22
np,1,80.3,0
sp,1,80.3,0
tp,1,80.3,3.00830641921259e-21
np,2,80.3,0
sp,2,80.3,3.73102372841433e-22
tp,2,80.3,0
np,3,80.3,0
sp,3,80.3,0
tp,3,80.3,1.50872907742804e-20
np,4,80.3,3.11562722349053e-05
sp,4,80.3,5.96924115746278e-21
tp,4,80.3,0
np,5,80.3,1.75580696422586e-07
sp,5,80.3,0
tp,5,80.3,0
np,6,80.3,0
sp,6,80.3,8.70223482775887e-07
tp,6,80.3,0
np,7,80.3,3.00944100244244e-09
sp,7,80.3,1.6961217872607e-05
tp,7,80.3,2.98339856002061e-07
np,8,80.3,8.16346670164677e-06
sp,8,80.3,2.34501932812215e-05
tp,8,80.3,1.44719444679012e-05
np,9,80.3,1.22517788602515e-13
sp,9,80.3,7.11024202468447e-08
tp,9,80.3,4.70410067143911e-16
np,10,80.3,1.68220994842108e-06
sp,10,80.3,1.6060028620087e-17
tp,10,80.3,1.05624706198784e-05
np,11,80.3,4.36186658148891e-10
sp,11,80.3,7.61651974049829e-09
tp,11,80.3,4.35196139319995e-07
np,12,80.3,1.6845554005915e-06
sp,12,80.3,7.03435154122282e-06
tp,12,80.3,0
np,13,80.3,1.4507607656194e-05
sp,13,80.3,2.13283993115398e-05
tp,13,80.3,0
np,14,80.3,4.38676305568421e-22
sp,14,80.3,2.63760785711759e-06
tp,14,80.3,0
np,15,80.3,2.30119975499108e-12
sp,15,80.3,3.81753866278416e-11
tp,15,80.3,1.55733531423973e-21
np,1,80.4,0
sp,1,80.4,0
tp,1,80.4,8.07826586747798e-21
np,2,80.4,0
sp,2,80.4,4.97469830454806e-23
tp,2,80.4,0
np,3,80.4,0
sp,3,80.4,0
tp,3,80.4,2.01163876990228e-21
np,4,80.4,3.16821085340409e-05
sp,4,80.4,7.95898820994337e-22
tp,4,80.4,0
np,5,80.4,2.40734835145137e-07
sp,5,80.4,0
tp,5,80.4,0
np,6,80.4,0
sp,6,80.4,6.68636786361282e-07
tp,6,80.4,1.67269579917201e-20
np,7,80.4,1.94288431283341e-09
sp,7,80.4,1.55068796969613e-05
tp,7,80.4,2.18202118877058e-07
np,8,80.4,6.88749873513354e-06
sp,8,80.4,2.39564959437801e-05
tp,8,80.4,1.63783778528859e-05
np,9,80.4,2.25896985408246e-13
sp,9,80.4,9.93382767087036e-08
tp,9,80.4,9.41829710109964e-16
np,10,80.4,1.2997338654743e-06
sp,10,80.4,3.36226805263269e-17
tp,10,80.4,9.03117713791979e-06
np,11,80.4,2.69716283904304e-10
sp,11,80.4,5.06244109167031e-09
tp,11,80.4,3.22263185393456e-07
np,12,80.4,1.31490965809144e-06
sp,12,80.4,8.18844463341902e-06
tp,12,80.4,0
np,13,80.4,1.63658953093708e-05
sp,13,80.4,2.22996453176864e-05
tp,13,80.4,2.12335327761139e-21
np,14,80.4,5.84901740757379e-23
sp,14,80.4,3.2376191132475e-06
tp,14,80.4,3.86024204807462e-22
np,15,80.4,1.28498780290096e-12
sp,15,80.4,2.25758603524676e-11
tp,15,80.4,9.67633029977324e-22
np,1,80.5,0
sp,1,80.5,1.03550860172531e-20
tp,1,80.5,2.60985574076723e-20
np,2,80.5,0
sp,2,80.5,0
tp,2,80.5,0
np,3,80.5,0
sp,3,80.5,0
tp,3,80.5,1.48053698777675e-20
np,4,80.5,3.18979680839265e-05
sp,4,80.5,0
tp,4,80.5,0
np,5,80.5,3.26810841675199e-07
sp,5,80.5,0
tp,5,80.5,0
np,6,80.5,0
sp,6,80.5,5.0849345581456e-07
tp,6,80.5,1.2704018727876e-21
np,7,80.5,1.24093661715476e-09
sp,7,80.5,1.40356996156013e-05
tp,7,80.5,1.57942718668106e-07
np,8,80.5,5.75251028566979e-06
sp,8,80.5,2.42319019713161e-05
tp,8,80.5,1.83534050761298e-05
np,9,80.5,4.12325021057173e-13
sp,9,80.5,1.37417338927867e-07
tp,9,80.5,1.86665227699362e-15
np,10,80.5,9.94454193215669e-07
sp,10,80.5,6.96054673288282e-17
tp,10,80.5,7.6441821737065e-06
np,11,80.5,1.64977037434834e-10
sp,11,80.5,3.32923530155085e-09
tp,11,80.5,2.36175683974309e-07
np,12,80.5,1.0159228017329e-06
sp,12,80.5,9.43803591689707e-06
tp,12,80.5,0
np,13,80.5,1.8280197337992e-05
sp,13,80.5,2.31110282360536e-05
tp,13,80.5,1.61267337539944e-22
np,14,80.5,0
sp,14,80.5,3.93496092876132e-06
tp,14,80.5,9.69132497301107e-23
np,15,80.5,7.09476818683709e-13
sp,15,80.5,1.32043401560621e-11
tp,15,80.5,5.99476355272183e-22
np,1,80.6,2.82253599303566e-20
sp,1,80.6,2.49520144993811e-22
tp,1,80.6,6.14096824767234e-22
np,2,80.6,0
sp,2,80.6,0
tp,2,80.6,0
np,3,80.6,0
sp,3,80.6,0
tp,3,80.6,3.56755900668755e-22
np,4,80.6,3.17971981087049e-05
sp,4,80.6,0
tp,4,80.6,0
np,5,80.6,4.39296110689433e-07
sp,5,80.6,0
tp,5,80.6,0
np,6,80.6,0
sp,6,80.6,3.82730148757726e-07
tp,6,80.6,0
np,7,80.6,7.84052459420127e-10
sp,7,80.6,1.25769902411283e-05
tp,7,80.6,1.13136852591823e-07
np,8,80.6,4.75606102222368e-06
sp,8,80.6,2.42680998542734e-05
tp,8,80.6,2.03641041707363e-05
np,9,80.6,7.45084448933505e-13
sp,9,80.6,1.8822088610801e-07
tp,9,80.6,3.6624642697056e-15
np,10,80.6,7.53415345304099e-07
sp,10,80.6,1.427654731547e-16
tp,10,80.6,6.40489028484032e-06
np,11,80.6,9.98076478319902e-11
sp,11,80.6,2.16604111894652e-09
tp,11,80.6,1.7128956310048e-07
np,12,80.6,7.76887163054697e-07
sp,12,80.6,1.07712716352671e-05
tp,12,80.6,1.98401102086413e-21
np,13,80.6,2.02172303687473e-05
sp,13,80.6,2.37343400120133e-05
tp,13,80.6,0
np,14,80.6,0
sp,14,80.6,4.73541850460926e-06
tp,14,80.6,1.62879411311002e-24
np,15,80.6,3.87246252567227e-13
sp,15,80.6,7.63715433725158e-12
tp,15,80.6,5.79928213252455e-22
np,1,80.7,0
sp,1,80.7,0
tp,1,80.7,2.31211451604173e-20
np,2,80.7,3.80401492892587e-21
sp,2,80.7,0
tp,2,80.7,0
np,3,80.7,0
sp,3,80.7,0
tp,3,80.7,0
np,4,80.7,3.13762533306016e-05
sp,4,80.7,4.61854157189844e-22
tp,4,80.7,0
np,5,80.7,5.85532102550049e-07
sp,5,80.7,0
tp,5,80.7,0
np,6,80.7,0
sp,6,80.7,2.85558482792821e-07
tp,6,80.7,0
np,7,80.7,4.92162269747755e-10
sp,7,80.7,1.1158120688153e-05
tp,7,80.7,8.0377893704376e-08
np,8,80.7,3.89494018722831e-06
sp,8,80.7,2.40589472219602e-05
tp,8,80.7,2.23717172666045e-05
np,9,80.7,1.34213730381425e-12
sp,9,80.7,2.55696205216951e-07
tp,9,80.7,7.1789328266286e-15
np,10,80.7,5.66030276911524e-07
sp,10,80.7,2.92873706237182e-16
tp,10,80.7,5.31507490443316e-06
np,11,80.7,6.00322545536093e-11
sp,11,80.7,1.39946883335809e-09
tp,11,80.7,1.23193393908183e-07
np,12,80.7,5.88829696628404e-07
sp,12,80.7,1.21728754337495e-05
tp,12,80.7,1.59633070645126e-22
np,13,80.7,2.21381603846086e-05
sp,13,80.7,2.41425529470534e-05
tp,13,80.7,0
np,14,80.7,3.74337114087141e-23
sp,14,80.7,5.64486874563978e-06
tp,14,80.7,0
np,15,80.7,2.10545738135686e-13
sp,15,80.7,4.39517840872881e-12
tp,15,80.7,1.43678843845123e-21
np,1,80.8,7.40623899089598e-21
sp,1,80.8,0
tp,1,80.8,1.37288788627093e-20
np,2,80.8,0
sp,2,80.8,0
tp,2,80.8,0
np,3,80.8,0
sp,3,80.8,0
tp,3,80.8,0
np,4,80.8,3.06482536100757e-05
sp,4,80.8,1.9166947523273e-20
tp,4,80.8,0
np,5,80.8,7.73607929019388e-07
sp,5,80.8,0
tp,5,80.8,0
np,6,80.8,0
sp,6,80.8,2.11277050808883e-07
tp,6,80.8,0
np,7,80.8,3.0715945082524e-10
sp,7,80.8,9.80240847106637e-06
tp,7,80.8,5.66624991193606e-08
np,8,80.8,3.16021083324026e-06
sp,8,80.8,2.3610974412674e-05
tp,8,80.8,2.43318748622645e-05
np,9,80.8,2.4071978145797e-12
sp,9,80.8,3.4438252659293e-07
tp,9,80.8,1.40366191493259e-14
np,10,80.8,4.21828602445785e-07
sp,10,80.8,5.99900412956472e-16
tp,10,80.8,4.36933392890274e-06
np,11,80.8,3.59306751417735e-11
sp,11,80.8,8.98514860761156e-10
tp,11,80.8,8.79008945638253e-08
np,12,80.8,4.42490800834573e-07
sp,12,80.8,1.36208253121584e-05
tp,12,80.8,6.62477243173627e-21
np,13,80.8,2.3999498900584e-05
sp,13,80.8,2.43195068428879e-05
tp,13,80.8,0
np,14,80.8,1.63772487412215e-21
sp,14,80.8,6.66410514375175e-06
tp,14,80.8,0
np,15,80.8,1.14170643481455e-13
sp,15,80.8,2.51938281352144e-12
tp,15,80.8,8.11247893819498e-22
np,1,80.9,9.75154800468786e-20
sp,1,80.9,0
tp,1,80.9,4.41690475455718e-20
np,2,80.9,0
sp,2,80.9,0
tp,2,80.9,0
np,3,80.9,0
sp,3,80.9,0
tp,3,80.9,0
np,4,80.9,2.96410984339578e-05
sp,4,80.9,0
tp,4,80.9,0
np,5,80.9,1.01161192241698e-06
sp,5,80.9,0
tp,5,80.9,0
np,6,80.9,0
sp,6,80.9,1.54777253886112e-07
tp,6,80.9,0
np,7,80.9,1.8979692898874e-10
sp,7,80.9,8.52652473740375e-06
tp,7,80.9,3.95502359239898e-08
np,8,80.9,2.53886503113996e-06
sp,8,80.9,2.29424453877867e-05
tp,8,80.9,2.62002162148179e-05
np,9,80.9,4.26856074315055e-12
sp,9,80.9,4.59052319806813e-07
tp,9,80.9,2.71218860416681e-14
np,10,80.9,3.11375874214806e-07
sp,10,80.9,1.21411223382567e-15
tp,10,80.9,3.55648232941036e-06
np,11,80.9,2.12916961386473e-11
sp,11,80.9,5.71166801443481e-10
tp,11,80.9,6.20996709545805e-08
np,12,80.9,3.29248066014102e-07
sp,12,80.9,1.50887531848331e-05
tp,12,80.9,1.1402362188879e-22
np,13,80.9,2.57587168593658e-05
sp,13,80.9,2.42620062932419e-05
tp,13,80.9,0
np,14,80.9,1.29614225751953e-21
sp,14,80.9,7.78815432967354e-06
tp,14,80.9,0
np,15,80.9,6.12908225510758e-14
sp,15,80.9,1.42977007179608e-12
tp,15,80.9,3.25802366995902e-23
np,1,81,5.16357642771696e-22
sp,1,81,0
tp,1,81,8.46865004931574e-22
np,2,81,0
sp,2,81,0
tp,2,81,0
np,3,81,0
sp,3,81,0
tp,3,81,0
np,4,81,2.83837031305187e-05
sp,4,81,0
tp,4,81,0
np,5,81,1.30934037926909e-06
sp,5,81,0
tp,5,81,0
np,6,81,0
sp,6,81,1.1226676916149e-07
tp,6,81,0
np,7,81,1.16110102119097e-10
sp,7,81,7.34356139810092e-06
tp,7,81,2.73329643811358e-08
np,8,81,2.01960494797363e-06
sp,8,81,2.20727505457106e-05
tp,8,81,2.7931543779004e-05
np,9,81,7.48487115543121e-12
sp,9,81,6.05636935905043e-07
tp,9,81,5.18008056063795e-14
np,10,81,2.27649901823161e-07
sp,10,81,2.42835956160055e-15
tp,10,81,2.86629633587895e-06
np,11,81,1.24911849649294e-11
sp,11,81,3.59470361790805e-10
tp,11,81,4.34376122016607e-08
np,12,81,2.42571045242749e-07
sp,12,81,1.65482720770945e-05
tp,12,81,8.55177164165548e-22
np,13,81,2.73729294927532e-05
sp,13,81,2.39699813646959e-05
tp,13,81,2.50860302840149e-22
np,14,81,1.46927317278384e-21
sp,14,81,9.01041806211741e-06
tp,14,81,9.69132497301377e-23
np,15,81,3.25724278415938e-14
sp,15,81,8.03294691070976e-13
tp,15,81,4.72413432143863e-22
np,1,81.1,2.61867090262785e-21
sp,1,81.1,0
tp,1,81.1,0
np,2,81.1,0
sp,2,81.1,0
tp,2,81.1,0
np,3,81.1,0
sp,3,81.1,0
tp,3,81.1,0
np,4,81.1,2.69111013292789e-05
sp,4,81.1,0
tp,4,81.1,0
np,5,81.1,1.67747947425332e-06
sp,5,81.1,0
tp,5,81.1,0
np,6,81.1,0
sp,6,81.1,8.06260428897349e-08
tp,6,81.1,0
np,7,81.1,7.03219264021956e-11
sp,7,81.1,6.26230078616637e-06
tp,7,81.1,1.87024147301284e-08
np,8,81.1,1.59070857728839e-06
sp,8,81.1,2.10264406442863e-05
tp,8,81.1,2.94816922562794e-05
np,9,81.1,1.29804213751197e-11
sp,9,81.1,7.90886011404526e-07
tp,9,81.1,9.78150927614858e-14
np,10,81.1,1.64840656896072e-07
sp,10,81.1,4.80134858241176e-15
tp,10,81.1,2.28723694350638e-06
np,11,81.1,7.25484814988298e-12
sp,11,81.1,2.23980979784568e-10
tp,11,81.1,3.00824149871485e-08
np,12,81.1,1.76946828451091e-07
sp,12,81.1,1.79684221757772e-05
tp,12,81.1,0
np,13,81.1,2.8801044920239e-05
sp,13,81.1,2.34507012226397e-05
tp,13,81.1,1.91728945742099e-21
np,14,81.1,5.0067589008875e-22
sp,14,81.1,1.03201152439775e-05
tp,14,81.1,4.91488623631406e-22
np,15,81.1,1.71355144679497e-14
sp,15,81.1,4.46787360965137e-13
tp,15,81.1,1.24456504192384e-21
np,1,81.2,5.37251463762841e-21
sp,1,81.2,0
tp,1,81.2,0
np,2,81.2,0
sp,2,81.2,0
tp,2,81.2,0
np,3,81.2,0
sp,3,81.2,0
tp,3,81.2,0
np,4,81.2,2.52628396782184e-05
sp,4,81.2,0
tp,4,81.2,0
np,5,81.2,2.12738573267835e-06
sp,5,81.2,0
tp,5,81.2,0
np,6,81.2,0
sp,6,81.2,5.73283192415687e-08
tp,6,81.2,0
np,7,81.2,4.21632705328942e-11
sp,7,81.2,5.28749453488413e-06
tp,7,81.2,1.26697996572149e-08
np,8,81.2,1.24052480315401e-06
sp,8,81.2,1.98320862092138e-05
tp,8,81.2,3.08093762323998e-05
np,9,81.2,2.22666524202461e-11
sp,9,81.2,1.02231990574461e-06
tp,9,81.2,1.82645039985764e-13
np,10,81.2,1.18210495909582e-07
sp,10,81.2,9.38643524819394e-15
tp,10,81.2,1.80711010316412e-06
np,11,81.2,4.17124240943783e-12
sp,11,81.2,1.38162811376792e-10
tp,11,81.2,2.06261370129444e-08
np,12,81.2,1.27798291085268e-07
sp,12,81.2,1.93166997281636e-05
tp,12,81.2,0
np,13,81.2,3.00056012851447e-05
sp,13,81.2,2.27182920100817e-05
tp,13,81.2,2.59819599370123e-21
np,14,81.2,6.27014666092405e-22
sp,14,81.2,1.17020935435716e-05
tp,14,81.2,1.79167352442317e-23
np,15,81.2,8.92304980854116e-15
sp,15,81.2,2.45993115517576e-13
tp,15,81.2,3.27431378830707e-22
np,1,81.3,1.53849282804758e-20
sp,1,81.3,0
tp,1,81.3,0
np,2,81.3,0
sp,2,81.3,5.43498118430097e-21
tp,2,81.3,0
np,3,81.3,0
sp,3,81.3,0
tp,3,81.3,0
np,4,81.3,2.34812354096485e-05
sp,4,81.3,0
tp,4,81.3,0
np,5,81.3,2.6707676230718e-06
sp,5,81.3,0
tp,5,81.3,0
np,6,81.3,0
sp,6,81.3,4.03572339898904e-08
tp,6,81.3,0
np,7,81.3,2.50254409351132e-11
sp,7,81.3,4.42028437401888e-06
tp,7,81.3,8.49746692802078e-09
np,8,81.3,9.57862619817046e-07
sp,8,81.3,1.8520995584971e-05
tp,8,81.3,3.1878001554097e-05
np,9,81.3,3.77864199207191e-11
sp,9,81.3,1.30812453222399e-06
