class,N,time,D
np,14,10.9,3.15478511945737e-21
sp,14,10.9,1.32663249905829e-20
tp,14,10.9,0
np,15,10.9,4.79046322409708e-21
sp,15,10.9,4.51366668251413e-21
tp,15,10.9,1.7086324421785e-23
np,1,11,4.05202096081323e-06
sp,1,11,7.8090799570688e-12
tp,1,11,8.55011404660714e-07
np,2,11,0.000121723235184019
sp,2,11,2.51472351342614e-05
tp,2,11,0.000122279903123748
np,3,11,0.000357949963202988
sp,3,11,0.000109265213860554
tp,3,11,0.00046544529200834
np,4,11,0.00056006824474501
sp,4,11,0.000384807234245966
tp,4,11,0.000630272060797383
np,5,11,0.000910616829081756
sp,5,11,0.000745774939454997
tp,5,11,0.000822613213468784
np,6,11,0.000594336959543714
sp,6,11,0.000683599806111185
tp,6,11,0.000951006219221016
np,7,11,0.000519592721966474
sp,7,11,0.000528002359686431
tp,7,11,0.000561802844347881
np,8,11,0.000276238949488075
sp,8,11,0.000474468350906751
tp,8,11,0.000105703885682601
np,9,11,7.93213059162169e-05
sp,9,11,0.000194275891529283
tp,9,11,1.84487043055907e-05
np,10,11,1.27088816415487e-05
sp,10,11,6.12380181194125e-05
tp,10,11,6.55330688505358e-05
np,11,11,2.06686826208925e-07
sp,11,11,3.97210438182667e-06
tp,11,11,7.61310274860058e-06
np,12,11,5.42436102001454e-21
sp,12,11,1.25773112079042e-10
tp,12,11,3.16485404462615e-17
np,13,11,1.97798759201749e-21
sp,13,11,2.77414383592961e-19
tp,13,11,1.8430156079696e-20
np,14,11,8.58767341063673e-22
sp,14,11,7.41570074942023e-21
tp,14,11,0
np,15,11,3.94428453494033e-21
sp,15,11,1.71263711034801e-21
tp,15,11,0
np,1,11.1,3.24936888130766e-06
sp,1,11.1,4.46201104751583e-12
tp,1,11.1,6.33615990630744e-07
np,2,11.1,0.000114231978447748
sp,2,11.1,2.48647287862389e-05
tp,2,11.1,0.00011475150275497
np,3,11.1,0.000347259272485763
sp,3,11.1,0.000105856674636288
tp,3,11.1,0.000459029078909231
np,4,11.1,0.000538347681415224
sp,4,11.1,0.000363751160150836
tp,4,11.1,0.000622018425194228
np,5,11.1,0.000898960528083863
sp,5,11.1,0.000725154081457351
tp,5,11.1,0.000802560600595083
np,6,11.1,0.000599322087929577
sp,6,11.1,0.000701786711646978
tp,6,11.1,0.000955011846786185
np,7,11.1,0.000519281118705893
sp,7,11.1,0.000516742048129897
tp,7,11.1,0.000583652021632439
np,8,11.1,0.000289287778034998
sp,8,11.1,0.000482065993721742
tp,8,11.1,0.000111528441226427
np,9,11.1,8.42370431756209e-05
sp,9,11.1,0.000201710003885768
tp,9,11.1,1.69735711077145e-05
np,10,11.1,1.49234923497103e-05
sp,10,11.1,6.61929239684643e-05
tp,10,11.1,6.63801976032257e-05
np,11,11.1,2.82362396087362e-07
sp,11,11.1,4.81782101634736e-06
tp,11,11.1,8.98975358908374e-06
np,12,11.1,5.78896784462153e-21
sp,12,11.1,2.04317941103888e-10
tp,12,11.1,6.58176913538812e-17
np,13,11.1,1.71650477427961e-21
sp,13,11.1,6.05875662998133e-19
tp,13,11.1,2.95164833231831e-20
np,14,11.1,6.30715802903367e-23
sp,14,11.1,3.68713612680669e-21
tp,14,11.1,0
np,15,11.1,3.47050245783182e-21
sp,15,11.1,5.9634105357993e-22
tp,15,11.1,0
np,1,11.2,2.58161212474017e-06
sp,1,11.2,2.52226765845704e-12
tp,1,11.2,4.65161900929656e-07
np,2,11.2,0.000107327883548652
sp,2,11.2,2.43791060425894e-05
tp,2,11.2,0.000107811091702803
np,3,11.2,0.000335933449466072
sp,3,11.2,0.000103028433413018
tp,3,11.2,0.000453526588803873
np,4,11.2,0.000517727604267534
sp,4,11.2,0.000343399100707415
tp,4,11.2,0.000615542830276632
np,5,11.2,0.000887350609504831
sp,5,11.2,0.000704373836797975
tp,5,11.2,0.000783893842515832
np,6,11.2,0.000604188572964547
sp,6,11.2,0.000720358770470043
tp,6,11.2,0.000956944182141346
np,7,11.2,0.000517915369216211
sp,7,11.2,0.000506916778868968
tp,7,11.2,0.000604845201866596
np,8,11.2,0.000301447057805962
sp,8,11.2,0.00048890201354641
tp,8,11.2,0.000118396587674215
np,9,11.2,8.92582562308975e-05
sp,9,11.2,0.00020913186022389
tp,9,11.2,1.59909390354098e-05
np,10,11.2,1.73698834813161e-05
sp,10,11.2,7.1202924403669e-05
tp,10,11.2,6.65782587673317e-05
np,11,11.2,3.81952087768181e-07
sp,11,11.2,5.79100232476628e-06
tp,11,11.2,1.05105652619351e-05
np,12,11.2,8.20126810032987e-21
sp,12,11.2,3.28582842767288e-10
tp,12,11.2,1.3548840658196e-16
np,13,11.2,4.34186175966798e-22
sp,13,11.2,1.32932100740988e-18
tp,13,11.2,5.62550312087338e-20
np,14,11.2,1.74448169042327e-21
sp,14,11.2,4.81491184599227e-21
tp,14,11.2,0
np,15,11.2,3.74346332530175e-21
sp,15,11.2,1.3571607323244e-21
tp,15,11.2,0
np,1,11.3,2.03259214966085e-06
sp,1,11.3,1.4103313545077e-12
tp,1,11.3,3.38266021030194e-07
np,2,11.3,0.000100927249021414
sp,2,11.3,2.36926373191847e-05
tp,2,11.3,0.000101410784299157
np,3,11.3,0.000324052388555032
sp,3,11.3,0.000100655263210179
tp,3,11.3,0.000448809080742441
np,4,11.3,0.000498410113681654
sp,4,11.3,0.000323820790432368
tp,4,11.3,0.000610803246427497
np,5,11.3,0.000875972499510305
sp,5,11.3,0.000683625925553942
tp,5,11.3,0.000766627822714688
np,6,11.3,0.000608960182151615
sp,6,11.3,0.000738835866195181
tp,6,11.3,0.00095684178658083
np,7,11.3,0.000515580933906214
sp,7,11.3,0.000498804655315381
tp,7,11.3,0.000625213556500647
np,8,11.3,0.000312573302874351
sp,8,11.3,0.000494962087833509
tp,8,11.3,0.000126324009581241
np,9,11.3,9.4364697770783e-05
sp,9,11.3,0.000216576198759329
tp,9,11.3,1.55188076485463e-05
np,10,11.3,2.00412027441754e-05
sp,10,11.3,7.62455433620237e-05
tp,10,11.3,6.61230845583317e-05
np,11,11.3,5.11605468554648e-07
sp,11,11.3,6.8990808545315e-06
tp,11,11.3,1.21674804089156e-05
np,12,11.3,1.46006603004624e-20
sp,12,11.3,5.2314359384563e-10
tp,12,11.3,2.76025800520581e-16
np,13,11.3,4.53004201954714e-21
sp,13,11.3,2.86292058603797e-18
tp,13,11.3,1.18297366023769e-19
np,14,11.3,2.49308686903104e-21
sp,14,11.3,1.00602197317554e-20
tp,14,11.3,0
np,15,11.3,5.83746312289242e-21
sp,15,11.3,4.73320751716223e-21
tp,15,11.3,0
np,1,11.4,1.58678397034435e-06
sp,1,11.4,7.79924613471363e-13
tp,1,11.4,2.43635574770384e-07
np,2,11.4,9.49445848955316e-05
sp,2,11.4,2.28158785402743e-05
tp,2,11.4,9.5494353789089e-05
np,3,11.4,0.000311708296455816
sp,3,11.4,9.86104920129741e-05
tp,3,11.4,0.000444729331274152
np,4,11.4,0.000480582111670252
sp,4,11.4,0.000305079977787818
tp,4,11.4,0.000607726163377178
np,5,11.4,0.000864969408369622
sp,5,11.4,0.000663085495405596
tp,5,11.4,0.000750752603233923
np,6,11.4,0.000613693678590699
sp,6,11.4,0.000756739255896869
tp,6,11.4,0.000954788377226129
np,7,11.4,0.000512379584720855
sp,7,11.4,0.000492637801757025
tp,7,11.4,0.000644593434608431
np,8,11.4,0.000322549913413308
sp,8,11.4,0.000500244111539548
tp,8,11.4,0.000135305170834919
np,9,11.4,9.95279391368319e-05
sp,9,11.4,0.000224075942675873
tp,9,11.4,1.55702368136408e-05
np,10,11.4,2.29240246001633e-05
sp,10,11.4,8.13016996573473e-05
tp,10,11.4,6.50304573391587e-05
np,11,11.4,6.78581309744841e-07
sp,11,11.4,8.14763445824013e-06
tp,11,11.4,1.3946807624318e-05
np,12,11.4,2.47941729743477e-20
sp,12,11.4,8.2461462225411e-10
tp,12,11.4,5.56629077916589e-16
np,13,11.4,6.73384624527269e-22
sp,13,11.4,6.05773777632441e-18
tp,13,11.4,2.44861760855676e-19
np,14,11.4,3.15604886157884e-22
sp,14,11.4,4.05999258906803e-21
tp,14,11.4,0
np,15,11.4,4.72612244819345e-21
sp,15,11.4,6.65823256259921e-22
tp,15,11.4,0
np,1,11.5,1.22969132415027e-06
sp,1,11.5,4.26489933195687e-13
tp,1,11.5,1.73780880030932e-07
np,2,11.5,8.92976599968032e-05
sp,2,11.5,2.17665337586717e-05
tp,2,11.5,9.00005149291004e-05
np,3,11.5,0.000299000995234889
sp,3,11.5,9.67694402752529e-05
tp,3,11.5,0.000441124340249021
np,4,11.5,0.000464410520518073
sp,4,11.5,0.000287235825783573
tp,4,11.5,0.000606207445244089
np,5,11.5,0.000854440327155186
sp,5,11.5,0.000642907432271726
tp,5,11.5,0.000736237400822893
np,6,11.5,0.000618476732331372
sp,6,11.5,0.000773603338545284
tp,6,11.5,0.000950908246760646
np,7,11.5,0.000508427695521308
sp,7,11.5,0.000488598261065187
tp,7,11.5,0.000662828213324499
np,8,11.5,0.000331292289041388
sp,8,11.5,0.000504757515427261
tp,8,11.5,0.000145314372322096
np,9,11.5,0.000104710936612977
sp,9,11.5,0.000231660243248557
tp,9,11.5,1.61540713266707e-05
np,10,11.5,2.59980753540327e-05
sp,10,11.5,8.63562887219794e-05
tp,10,11.5,6.3335617318366e-05
np,11,11.5,8.91302824430432e-07
sp,11,11.5,9.54005863493868e-06
tp,11,11.5,1.58289098604432e-05
np,12,11.5,6.165619766394e-20
sp,12,11.5,1.28691636634967e-09
tp,12,11.5,1.11121800118435e-15
np,13,11.5,2.65521814111246e-21
sp,13,11.5,1.28032705410642e-17
tp,13,11.5,5.39125793210831e-19
np,14,11.5,0
sp,14,11.5,6.09229046670243e-21
tp,14,11.5,0
np,15,11.5,4.83140735421756e-21
sp,15,11.5,2.45851802851124e-21
tp,15,11.5,0
np,1,11.6,9.48152738728444e-07
sp,1,11.6,2.30569556477443e-13
tp,1,11.6,1.22741570514264e-07
np,2,11.6,8.39116932743088e-05
sp,2,11.6,2.05681027819238e-05
tp,2,11.6,8.48661436737145e-05
np,3,11.6,0.000286033603264611
sp,3,11.6,9.50129645724596e-05
tp,3,11.6,0.000437818306526879
np,4,11.6,0.000450037349087132
sp,4,11.6,0.000270343837984537
tp,4,11.6,0.000606114050986301
np,5,11.6,0.000844440376576237
sp,5,11.6,0.000623224054096676
tp,5,11.6,0.000723034780071186
np,6,11.6,0.000623423566625097
sp,6,11.6,0.000788987153323805
tp,6,11.6,0.000945359346196082
np,7,11.6,0.00050385380690294
sp,7,11.6,0.000486815373053294
tp,7,11.6,0.000679770361482666
np,8,11.6,0.000338751652870455
sp,8,11.6,0.000508522162592942
tp,8,11.6,0.000156307651315451
np,9,11.6,0.000109868153311251
sp,9,11.6,0.000239352942458183
tp,9,11.6,1.72754034814347e-05
np,10,11.6,2.92362619337685e-05
sp,10,11.6,9.13985237856077e-05
tp,10,11.6,6.10918973601668e-05
np,11,11.6,1.15936955687493e-06
sp,11,11.6,1.10773323542575e-05
tp,11,11.6,1.77881557350383e-05
np,12,11.6,1.41421544132312e-19
sp,12,11.6,1.98853233890147e-09
tp,12,11.6,2.19608876466918e-15
np,13,11.6,9.71421271138891e-23
sp,13,11.6,2.67648824701081e-17
tp,13,11.6,1.18338613621936e-18
np,14,11.6,0
sp,14,11.6,9.12117382680081e-21
tp,14,11.6,6.12118308926096e-22
np,15,11.6,4.85870344096456e-21
sp,15,11.6,1.79444357299496e-21
tp,15,11.6,6.32259566698371e-22
np,1,11.7,7.31117763403861e-07
sp,1,11.7,1.23701717906651e-13
tp,1,11.7,8.59406938116294e-08
np,2,11.7,7.87240412666207e-05
sp,2,11.7,1.92474602948907e-05
tp,2,11.7,8.00317306055292e-05
np,3,11.7,0.000272908193350855
sp,3,11.7,9.32296763394213e-05
tp,3,11.7,0.000434625054509854
np,4,11.7,0.000437595215820032
sp,4,11.7,0.000254467015571361
tp,4,11.7,0.000607297602615392
np,5,11.7,0.000834988703382658
sp,5,11.7,0.000604151191120728
tp,5,11.7,0.000711096890978931
np,6,11.7,0.000628673094146293
sp,6,11.7,0.000802462054402751
tp,6,11.7,0.00093831130689413
np,7,11.7,0.000498792082213827
sp,7,11.7,0.000487388785616799
tp,7,11.7,0.000695267773295374
np,8,11.7,0.00034490429537146
sp,8,11.7,0.000511559943521531
tp,8,11.7,0.000168234099929205
np,9,11.7,0.000114944824530784
sp,9,11.7,0.00024717297203593
tp,9,11.7,1.89412776729774e-05
np,10,11.7,3.26059735712e-05
sp,10,11.7,9.64217876998605e-05
tp,10,11.7,5.83645191797141e-05
np,11,11.7,1.49431819589041e-06
sp,11,11.7,1.27593421061795e-05
tp,11,11.7,1.97932592811807e-05
np,12,11.7,3.05552189348316e-19
sp,12,11.7,3.04769728462682e-09
tp,12,11.7,4.31679170289253e-15
np,13,11.7,2.59341978585947e-21
sp,13,11.7,5.56701172635478e-17
tp,13,11.7,2.57274083042423e-18
np,14,11.7,3.74919428137618e-22
sp,14,11.7,1.23848186631378e-20
tp,14,11.7,1.10940834944302e-21
np,15,11.7,4.19969791807292e-21
sp,15,11.7,5.78214429354599e-21
tp,15,11.7,0
np,1,11.8,5.69396756152847e-07
sp,1,11.8,6.64591385269542e-14
tp,1,11.8,5.98202859671506e-08
np,2,11.8,7.36845214501655e-05
sp,2,11.8,1.78348709592101e-05
tp,2,11.8,7.54414713189528e-05
np,3,11.8,0.000259727288987565
sp,3,11.8,9.13152252817449e-05
tp,3,11.8,0.000431342107903498
np,4,11.8,0.000427204274210436
sp,4,11.8,0.000239677561860682
tp,4,11.8,0.00060958738911907
np,5,11.8,0.000826070240485666
sp,5,11.8,0.000585791280379991
tp,5,11.8,0.000700375334358451
np,6,11.8,0.000634387886065345
sp,6,11.8,0.000813606732157657
tp,6,11.8,0.000929945503197311
np,7,11.8,0.000493385901978294
sp,7,11.8,0.000490386785783913
tp,7,11.8,0.000709161291806678
np,8,11.8,0.00034975543115607
sp,8,11.8,0.000513895414468151
tp,8,11.8,0.00018103478308162
np,9,11.8,0.000119875062630076
sp,9,11.8,0.000255134119710885
tp,9,11.8,2.11602616026207e-05
np,10,11.8,3.60676420918428e-05
sp,10,11.8,0.000101423487012003
tp,10,11.8,5.52324328967067e-05
np,11,11.8,1.91013036679767e-06
sp,11,11.8,1.45846036051938e-05
tp,11,11.8,2.18058417956493e-05
np,12,11.8,6.75469596803291e-19
sp,12,11.8,4.6468249337715e-09
tp,12,11.8,8.50805603466434e-15
np,13,11.8,8.49035392943392e-23
sp,13,11.8,1.16415063126371e-16
tp,13,11.8,5.61196950587642e-18
np,14,11.8,0
sp,14,11.8,2.74348705565143e-21
tp,14,11.8,0
np,15,11.8,7.05408870361545e-21
sp,15,11.8,0
tp,15,11.8,0
np,1,11.9,4.53140346218216e-07
sp,1,11.9,3.53503059114453e-14
tp,1,11.9,4.12477929782237e-08
np,2,11.9,6.87513900286474e-05
sp,2,11.9,1.63657778828855e-05
tp,2,11.9,7.103505286106e-05
np,3,11.9,0.000246587820613141
sp,3,11.9,8.91902921035818e-05
tp,3,11.9,0.000427773461352194
np,4,11.9,0.000418838255332617
sp,4,11.9,0.000225986926816097
tp,4,11.9,0.000612739991352154
np,5,11.9,0.000817611411400843
sp,5,11.9,0.000568185422357655
tp,5,11.9,0.000690755815154796
np,6,11.9,0.000640705561558068
sp,6,11.9,0.000822181991434002
tp,6,11.9,0.000920509416801693
np,7,11.9,0.00048779453072457
sp,7,11.9,0.000495699674554192
tp,7,11.9,0.000721392830276278
np,8,11.9,0.000353414524036872
sp,8,11.9,0.000515593999295367
tp,8,11.9,0.000194598488737468
np,9,11.9,0.000124596665744229
sp,9,11.9,0.00026323593229505
tp,9,11.9,2.39089319904143e-05
np,10,11.9,3.95730501530547e-05
sp,10,11.9,0.000106405978995714
tp,10,11.9,5.1803668857578e-05
np,11,11.9,2.41737216915036e-06
sp,11,11.9,1.65421364811146e-05
tp,11,11.9,2.37834265704752e-05
np,12,11.9,1.51850341934493e-18
sp,12,11.9,7.00962723243478e-09
tp,12,11.9,1.65696649687168e-14
np,13,11.9,1.45780898134265e-21
sp,13,11.9,2.40477825893716e-16
tp,13,11.9,1.21463386586197e-17
np,14,11.9,1.66397777338503e-23
sp,14,11.9,4.03467517496388e-21
tp,14,11.9,8.4561485639544e-23
np,15,11.9,3.05326227469923e-21
sp,15,11.9,3.9277542671996e-22
tp,15,11.9,5.1685393305324e-23
np,1,12,3.76294109753846e-07
sp,1,12,1.86153329733913e-14
tp,1,12,2.81728283999149e-08
np,2,12,6.39028382446705e-05
sp,2,12,1.48714937528416e-05
tp,2,12,6.67691724436955e-05
np,3,12,0.000233574316482211
sp,3,12,8.67926504223731e-05
tp,3,12,0.000423729433733838
np,4,12,0.000412486333281678
sp,4,12,0.000213430573716316
tp,4,12,0.000616535463701687
np,5,12,0.000809532913805718
sp,5,12,0.000551372716113554
tp,5,12,0.000682158635950305
np,6,12,0.000647762688630974
sp,6,12,0.000827952181099875
tp,6,12,0.000910198044184394
np,7,12,0.000482159474309619
sp,7,12,0.000503239492605358
tp,7,12,0.000731880672441835
np,8,12,0.000355984755484056
sp,8,12,0.000516703614226578
tp,8,12,0.000208836420338081
np,9,12,0.000129042855569977
sp,9,12,0.000271476142016741
tp,9,12,2.71758613055599e-05
np,10,12,4.30750382204378e-05
sp,10,12,0.000111373745000464
tp,10,12,4.81776829173084e-05
np,11,12,3.02915326872615e-06
sp,11,12,1.86235450244739e-05
tp,11,12,2.56821029591407e-05
np,12,12,3.34690434880004e-18
sp,12,12,1.0462410683991e-08
tp,12,12,3.18949954572452e-14
np,13,12,1.32064817646508e-21
sp,13,12,4.9079507175044e-16
tp,13,12,2.59605802065786e-17
np,14,12,2.51881946685862e-22
sp,14,12,4.76888018398466e-21
tp,14,12,9.26007774370723e-22
np,15,12,2.68281538313291e-21
sp,15,12,3.7438604735802e-21
tp,15,12,4.36454432356068e-22
np,1,12.1,3.34657222944802e-07
sp,1,12.1,9.70427794246032e-15
tp,1,12.1,1.90595506776965e-08
np,2,12.1,5.91302016932782e-05
sp,2,12.1,1.33816370537442e-05
tp,2,12.1,6.26095396646736e-05
np,3,12.1,0.000220762715243768
sp,3,12.1,8.40798394820629e-05
tp,3,12.1,0.000419028341264505
np,4,12.1,0.000408090851378597
sp,4,12.1,0.000202034360455249
tp,4,12.1,0.000620742724854068
np,5,12.1,0.000801740743614819
sp,5,12.1,0.000535373338999823
tp,5,12.1,0.000674500906440728
np,6,12.1,0.000655674095851445
sp,6,12.1,0.000830749629750633
tp,6,12.1,0.000899190719105005
np,7,12.1,0.000476615124629823
sp,7,12.1,0.000512870755534625
tp,7,12.1,0.000740567237735904
np,8,12.1,0.000357598073496682
sp,8,12.1,0.00051727586951093
tp,8,12.1,0.00022365643898864
np,9,12.1,0.000133147424657009
sp,9,12.1,0.000279847923794068
tp,9,12.1,3.09443327238129e-05
np,10,12.1,4.65253227841585e-05
sp,10,12.1,0.000116332914062453
tp,10,12.1,4.44566395135845e-05
np,11,12.1,3.75866158264636e-06
sp,11,12.1,2.08191414631164e-05
tp,11,12.1,2.74567275023202e-05
np,12,12.1,7.26068292510635e-18
sp,12,12.1,1.54527741747064e-08
tp,12,12.1,6.06951823479555e-14
np,13,12.1,2.66772602341665e-21
sp,13,12.1,9.89942786188493e-16
tp,13,12.1,5.48210983601111e-17
np,14,12.1,6.16808869169335e-22
sp,14,12.1,1.04906157715262e-20
tp,14,12.1,1.17378280660384e-21
np,15,12.1,4.36347443855484e-21
sp,15,12.1,2.36542266554158e-21
tp,15,12.1,0
np,1,12.2,3.25879904927561e-07
sp,1,12.2,5.00779543887462e-15
tp,1,12.2,1.27709206022882e-08
np,2,12.2,5.44364554299552e-05
sp,2,12.2,1.19230952070669e-05
tp,2,12.2,5.85313991432311e-05
np,3,12.2,0.00020822011916991
sp,3,12.2,8.10300038146435e-05
tp,3,12.2,0.000413501529911948
np,4,12.2,0.000405545584813143
sp,4,12.2,0.00019181179932045
tp,4,12.2,0.000625123909846785
np,5,12.2,0.00079413408324453
sp,5,12.2,0.000520190702567695
tp,5,12.2,0.000667696460458007
np,6,12.2,0.000664522063350053
sp,6,12.2,0.000830477881867279
tp,6,12.2,0.00088764421525039
np,7,12.2,0.000471284942389327
sp,7,12.2,0.000524414252979534
tp,7,12.2,0.000747422194273116
np,8,12.2,0.00035840881517098
sp,8,12.2,0.000517365350069838
tp,8,12.2,0.000238965235575077
np,9,12.2,0.000136847422812336
sp,9,12.2,0.0002883413421631
tp,9,12.2,3.51917796485046e-05
np,10,12.2,4.98764827753237e-05
sp,10,12.2,0.00012129001087664
tp,10,12.2,4.07422251618939e-05
np,11,12.2,4.61867484285499e-06
sp,11,12.2,2.31186224252054e-05
tp,11,12.2,2.90626621601167e-05
np,12,12.2,1.55658866758949e-17
sp,12,12.2,2.25868051130444e-08
tp,12,12.2,1.14207104864547e-13
np,13,12.2,0
sp,13,12.2,1.97390256534753e-15
tp,13,12.2,1.14409589918266e-16
np,14,12.2,0
sp,14,12.2,2.9402724107338e-21
tp,14,12.2,1.84687775370613e-22
np,15,12.2,6.35218933012146e-21
sp,15,12.2,0
tp,15,12.2,0
np,1,12.3,3.49455135601405e-07
sp,1,12.3,2.55804142522478e-15
tp,1,12.3,8.47488205201485e-09
np,2,12.3,4.98342200981005e-05
sp,2,12.3,1.05192362720016e-05
tp,2,12.3,5.45195293555103e-05
np,3,12.3,0.000196005019459684
sp,3,12.3,7.76418607899628e-05
tp,3,12.3,0.000406998513460315
np,4,12.3,0.000404695489991835
sp,4,12.3,0.000182761269604156
tp,4,12.3,0.000629438814999012
np,5,12.3,0.000786612775669243
sp,5,12.3,0.00050581365714826
tp,5,12.3,0.000661655050478947
np,6,12.3,0.000674346529639925
sp,6,12.3,0.000827112781271953
tp,6,12.3,0.000875688158006773
np,7,12.3,0.000466278016369912
sp,7,12.3,0.000537651604891218
tp,7,12.3,0.000752445141790979
np,8,12.3,0.000358586254068299
sp,8,12.3,0.000517029157755889
tp,8,12.3,0.00025466985604725
np,9,12.3,0.000140085776157612
sp,9,12.3,0.000296944880589947
tp,9,12.3,3.98893918261965e-05
np,10,12.3,5.30840482951175e-05
sp,10,12.3,0.000126250586839904
tp,10,12.3,3.71328257601182e-05
np,11,12.3,5.62099418135985e-06
sp,11,12.3,2.55118284140275e-05
tp,11,12.3,3.04576122058711e-05
np,12,12.3,3.30201026431667e-17
sp,12,12.3,3.26745282878042e-08
tp,12,12.3,2.12526369256898e-13
np,13,12.3,0
sp,13,12.3,3.89161254358344e-15
tp,13,12.3,2.36069237944109e-16
np,14,12.3,0
sp,14,12.3,4.55598374719974e-21
tp,14,12.3,8.46464315951707e-22
np,15,12.3,9.67451303132667e-21
sp,15,12.3,2.43614033939383e-22
tp,15,12.3,1.92761738670727e-22
np,1,12.4,4.06709239105743e-07
sp,1,12.4,1.29337930490045e-15
tp,1,12.4,5.56956291653974e-09
np,2,12.4,4.53434634444523e-05
sp,2,12.4,9.18938246333534e-06
tp,2,12.4,5.05677652965589e-05
np,3,12.4,0.000184167857836074
sp,3,12.4,7.39337890494806e-05
tp,3,12.4,0.000399392032751108
np,4,12.4,0.000405338167392185
sp,4,12.4,0.000174863449408355
tp,4,12.4,0.000633449377917247
np,5,12.4,0.000779083969533148
sp,5,12.4,0.000492218651065707
tp,5,12.4,0.000656281081490944
np,6,12.4,0.000685136934345304
sp,6,12.4,0.000820701355100935
tp,6,12.4,0.000863423014838673
np,7,12.4,0.000461686135501176
sp,7,12.4,0.00055233055210649
tp,7,12.4,0.000755667595345974
np,8,12.4,0.00035830646919776
sp,8,12.4,0.000516326660634353
tp,8,12.4,0.000270678533943011
np,9,12.4,0.000142813679394231
sp,9,12.4,0.00030564686722195
tp,9,12.4,4.500199669458e-05
np,10,12.4,5.61085748994421e-05
sp,10,12.4,0.000131217811364138
tp,10,12.4,3.37211765450162e-05
np,11,12.4,6.77582026294791e-06
sp,11,12.4,2.79895327502675e-05
tp,11,12.4,3.16034601382133e-05
np,12,12.4,6.92192677656167e-17
sp,12,12.4,4.67842581652599e-08
tp,12,12.4,3.91180816037536e-13
np,13,12.4,0
sp,13,12.4,7.58742774156486e-15
tp,13,12.4,4.81614079412346e-16
np,14,12.4,3.43420499281564e-22
sp,14,12.4,9.96010086688883e-21
tp,14,12.4,8.53752573325006e-22
np,15,12.4,8.3370047807241e-21
sp,15,12.4,2.31252361817184e-21
tp,15,12.4,4.6262817280972e-22
np,1,12.5,5.00791285147607e-07
sp,1,12.5,6.47240618100628e-16
tp,1,12.5,3.62458210142498e-09
np,2,12.5,4.09890764067346e-05
sp,2,12.5,7.94854164631402e-06
tp,2,12.5,4.66781118922395e-05
np,3,12.5,0.000172751783064234
sp,3,12.5,6.99420875703728e-05
tp,3,12.5,0.0003905828137303
np,4,12.5,0.000407227197126342
sp,4,12.5,0.000168079232190324
tp,4,12.5,0.000636924137162454
np,5,12.5,0.00077146759555957
sp,5,12.5,0.000479371790978569
tp,5,12.5,0.000651472200951539
np,6,12.5,0.000696826254294648
sp,6,12.5,0.000811358545749169
tp,6,12.5,0.000850920709432258
np,7,12.5,0.000457581490773676
sp,7,12.5,0.000568170949586048
tp,7,12.5,0.000757154010883497
np,8,12.5,0.000357743979607154
sp,8,12.5,0.000515319366560084
tp,8,12.5,0.000286900860432082
np,9,12.5,0.00014499262563446
sp,9,12.5,0.000314436620000959
tp,9,12.5,5.0488308571201e-05
np,10,12.5,5.89175767380846e-05
sp,10,12.5,0.000136191108556667
tp,10,12.5,3.05925440809907e-05
np,11,12.5,8.09110103936016e-06
sp,11,12.5,3.05441987233988e-05
tp,11,12.5,3.24679859834568e-05
np,12,12.5,1.43462505687785e-16
sp,12,12.5,6.63060885904789e-08
tp,12,12.5,7.12268914320628e-13
np,13,12.5,0
sp,13,12.5,1.46314799387354e-14
tp,13,12.5,9.71666383816171e-16
np,14,12.5,6.63156826198909e-22
sp,14,12.5,1.21558111446502e-20
tp,14,12.5,6.46318141547557e-22
np,15,12.5,7.50642385542277e-21
sp,15,12.5,3.33653780883365e-21
tp,15,12.5,0
np,1,12.6,6.36656500690437e-07
sp,1,12.6,3.20656923914967e-16
tp,1,12.6,2.33569750133179e-09
np,2,12.6,3.67984876445871e-05
sp,2,12.6,6.80737787893078e-06
